Country,Sport,Year,Athletes,Gold,Silver,Bronze,Total_Medals,Events_Participated,GDP_Index,Population_Millions,Prev_Medals,Host,Medal_per_Athlete,Gold_Ratio,Participation_Rate,Medals_per_Million
Bangladesh,Swimming,2020,7060.306484927878,0.0,0.0,,,31.0,7.863371981232416,492.97,0.0,0,,,227.7518,
Chile,Wrestling,2020,24.0,,3.0,5.0,10.0,49.0,0.673,310.51,12.0,0,0.4167,,0.4898,0.0322
Kazakhstan,Shooting,2000,48.0,0.0,0.0,0.0,0.0,34.0,0.335,694.96,,0,0.0,0.0,1.4118,0.0
Brazil,Athletics,2008,56.0,,0.0,0.0,,9.0,0.167,1389.97,0.0,0,,,6.2222,
China,Shooting,2000,32.0,0.0,1.0,0.0,1.0,22.0,0.515,961.9,0.0,0,0.0312,0.0,1.4545,0.001
Sweden,Boxing,1992,37.0,2.0,4.0,1.0,7.0,38.0,0.426,,9.0,0,0.1892,0.2857,0.9737,
Netherlands,Swimming,2024,1.0,2.0,5.0,3.0,10.0,18.0,0.61,1262.8,9.0,0,10.0,0.2,0.0556,0.0079
Chile,Cycling,2000,22.0,2.0,3.0,1.0,6.0,15.0,,171.52,7.0,0,0.2727,0.3333,1.4667,0.035
France,Wrestling,2004,29.0,0.0,1.0,3.0,4.0,18.0,0.801,884.74,1.0,0,0.1379,0.0,1.6111,0.0045
UAE,Weightlifting,1996,47.0,,2.0,3.0,6.0,49.0,0.735,192.08,5.0,0,0.1277,,0.9592,0.0312
Senegal,Judo,2004,61.0,5.0,3.0,,12.0,13.0,0.965,1264.11,12.0,0,0.1967,0.4167,4.6923,0.0095
Fiji,Wrestling,2016,23.0,5.0,2.0,4.0,,14.0,0.736,398.9,13.0,0,,,1.6429,
Nepal,Athletics,2024,9.0,2.0,1.0,4.0,7.0,19.0,,643.55,9.0,0,0.7778,0.2857,0.4737,0.0109
Netherlands,Cycling,2008,57.0,1.0,0.0,0.0,1.0,12.0,0.294,203.26,0.0,0,0.0175,1.0,4.75,0.0049
Sweden,Gymnastics,2020,,3.0,,1.0,5.0,9.0,0.559,565.62,5.0,0,,0.6,,0.0088
Russia,Wrestling,1996,21.0,5.0,2.0,5.0,12.0,,0.624,377.32,11.0,0,0.5714,0.4167,,0.0318
Ukraine,Cycling,2004,26.0,3.0,2.0,0.0,5.0,24.0,0.313,949.49,3.0,0,0.1923,0.6,1.0833,0.0053
Rwanda,Cycling,2008,8.0,4.0,2.0,3.0,9.0,39.0,0.415,873.9,10.0,0,1.125,0.4444,0.2051,0.0103
Chile,Shooting,2024,,3.0,1.0,1.0,5.0,40.0,0.316,923.43,2.0,0,,0.6,,0.0054
Zimbabwe,Cycling,2008,13.0,3.0,3.0,2.0,8.0,1.0,0.259,578.74,5.0,0,0.6154,0.375,13.0,0.0138
Ethiopia,Judo,2012,25.0,1.0,1.0,0.0,2.0,,0.936,1179.63,0.0,0,0.08,0.5,,0.0017
Cambodia,Wrestling,2012,5.0,0.0,0.0,0.0,0.0,46.0,0.273,883.13,1.0,0,0.0,0.0,0.1087,0.0
Ukraine,Shooting,2008,53.0,1.0,0.0,3.0,4.0,6.0,,1094.23,6.0,0,0.0755,0.25,8.8333,0.0037
Russia,Shooting,2000,50.0,0.0,0.0,2.0,2.0,5.0,0.193,818.95,2.0,0,0.04,0.0,10.0,0.0024
Senegal,Gymnastics,1996,,2.0,3.0,2.0,7.0,44.0,0.208,813.5,5.0,0,,0.2857,,0.0086
Zimbabwe,Rowing,1992,46.0,5.0,4.0,3.0,12.0,36.0,0.296,401.69,11.0,0,0.2609,0.4167,1.2778,0.0299
Chile,Athletics,2000,23.0,1.0,0.0,0.0,1.0,19.0,0.668,1049.69,2.0,0,0.0435,1.0,1.2105,0.001
Mongolia,Wrestling,2024,26.0,1.0,2.0,3.0,6.0,,0.702,1165.34,6.0,0,0.2308,0.1667,,0.0051
New Zealand,Shooting,2008,5.0,1.0,1.0,1.0,3.0,,0.879,1151.57,1.0,0,0.6,0.3333,,0.0026
Azerbaijan,Judo,2008,28.0,1.0,1.0,0.0,2.0,24.0,0.77,587.22,0.0,0,0.0714,0.5,1.1667,0.0034
CHINA,Boxing,1992,,0.0,,0.0,0.0,39.0,0.28,1141.76,0.0,0,,0.0,,0.0
Nigeria,Shooting,2024,47.0,0.0,0.0,1.0,1.0,21.0,0.739,67.96,2.0,0,0.0213,0.0,2.2381,0.0147
Serbia,Cycling,2020,5440.506947634137,3.0,0.0,0.0,3.0,43.0,5.440162114675026,,1.0,0,0.0006,1.0,126.5234,
Argentina,Swimming,2012,41.0,1.0,0.0,0.0,1.0,13.0,0.906,784.36,0.0,0,0.0244,1.0,3.1538,0.0013
Uzbekistan,Boxing,2016.0,20.0,0.0,3.0,3.0,6.0,,0.25,1357.98,6.0,0,0.3,0.0,,0.0044
Argentina,Shooting,2012,39.0,2.0,4.0,1.0,7.0,7.0,0.884,28.96,,0,0.1795,0.2857,5.5714,0.2417
Azerbaijan,Cycling,2024,19.0,5.0,5.0,2.0,12.0,,0.73,1208.44,13.0,0,0.6316,0.4167,,0.0099
Czech Republic,Swimming,2012,47.0,1.0,0.0,1.0,2.0,16.0,0.995,293.13,0.0,0,0.0426,0.5,2.9375,0.0068
Italy,Judo,2004,25.0,1.0,3.0,3.0,7.0,46.0,0.531,979.05,5.0,0,0.28,0.1429,0.5435,0.0071
Morocco,Gymnastics,1996,,0.0,0.0,0.0,0.0,43.0,0.215,101.57,0.0,0,,0.0,,0.0
Lithuania,Boxing,1996,47.0,2.0,,4.0,7.0,16.0,0.316,822.76,4.0,0,0.1489,0.2857,2.9375,0.0085
Kazakhstan,Rowing,2020,24.0,2.0,,,6.0,3.0,0.328,567.88,8.0,0,0.25,0.3333,8.0,0.0106
Senegal,Boxing,2020,,3.0,1.0,1.0,5.0,5.0,0.885,858.75,2.0,0,,0.6,,0.0058
Norway,Gymnastics,2004,53.0,1.0,1.0,1.0,3.0,11.0,0.27,1261.37,1.0,0,0.0566,0.3333,4.8182,0.0024
Trinidad,Swimming,2020,7.0,0.0,1.0,2.0,3.0,5.0,0.554,199.69,4.0,0,0.4286,0.0,1.4,0.015
Chile,Gymnastics,2012,6.0,2.0,3.0,2.0,7.0,12.0,0.332,1239.01,5.0,0,1.1667,0.2857,0.5,0.0056
Russia,Boxing,2012,53.0,1.0,3.0,3.0,7.0,28.0,0.28,952.64,8.0,0,0.1321,0.1429,1.8929,0.0073
Turkey,Judo,2000,45.0,2.0,0.0,1.0,3.0,48.0,0.533,864.68,,0,0.0667,0.6667,0.9375,0.0035
Greece,Wrestling,2008,18.0,5.0,1.0,1.0,7.0,8.0,0.916,1202.87,8.0,0,0.3889,0.7143,2.25,0.0058
Qatar,Shooting,2024,52.0,,3.0,4.0,9.0,40.0,0.282,1093.84,7.0,0,0.1731,,1.3,0.0082
Slovakia,Boxing,2020,,4.0,3.0,4.0,11.0,20.0,0.495,854.92,9.0,0,,0.3636,,0.0129
Jordan,Rowing,2012,26.0,1.0,1.0,0.0,2.0,22.0,0.783,88.91,0.0,0,0.0769,0.5,1.1818,0.0225
Turkey,Gymnastics,2000,43.0,0.0,2.0,1.0,3.0,43.0,0.454,319.16,1.0,0,0.0698,0.0,1.0,0.0094
France,Rowing,2000,10.0,3.0,,3.0,10.0,10.0,0.931,885.16,10.0,0,1.0,0.3,1.0,0.0113
Mongolia,Boxing,2024,10.0,4.0,,1.0,6.0,16.0,0.994,978.52,8.0,0,0.6,0.6667,0.625,0.0061
France,Boxing,2012,38.0,2.0,2.0,4.0,8.0,3.0,,478.03,8.0,0,0.2105,0.25,12.6667,0.0167
CHINA,Athletics,2000,57.0,-2.560865680186079,-9.481283619179703,,3.0,14.0,0.942,1318.24,2.0,0,0.0526,-0.8536,4.0714,0.0023
Estonia,Weightlifting,1996,56.0,0.0,1.0,1.0,2.0,26.0,0.45,41.69,2.0,0,0.0357,0.0,2.1538,0.048
Iran,Rowing,2024,37.0,2.0,2.0,1.0,5.0,39.0,0.492,1001.21,6.0,0,0.1351,0.4,0.9487,0.005
Malaysia,Wrestling,1996,7.0,2.0,,3.0,9.0,4.0,0.733,419.46,8.0,0,1.2857,0.2222,1.75,0.0215
Ethiopia,Wrestling,2020,24.0,0.0,0.0,1.0,1.0,,0.757,1148.38,3.0,0,0.0417,0.0,,0.0009
Georgia,Athletics,1992,34.0,4.0,2.0,5.0,11.0,13.0,0.567,1067.67,8.0,0,0.3235,0.3636,2.6154,0.0103
UAE,Boxing,2012,6.0,3.0,1.0,2.0,6.0,,0.916,1348.03,5.0,0,1.0,0.5,,0.0045
Costa Rica,Athletics,2004,27.0,2.0,3.0,,9.0,,0.718,420.73,7.0,0,0.3333,0.2222,,0.0214
Norway,Athletics,2004,52.0,2.0,,0.0,3.0,1.0,0.703,1.56,5.0,0,0.0577,0.6667,52.0,1.9231
Ethiopia,Wrestling,2012,25.0,0.0,0.0,0.0,0.0,,0.305,951.76,0.0,0,0.0,0.0,,0.0
Nepal,Judo,2020,59.0,0.0,0.0,0.0,0.0,20.0,0.505,1325.37,0.0,0,0.0,0.0,2.95,0.0
Finland,Cycling,2008,35.0,2.0,0.0,0.0,2.0,41.0,,143.0,1.0,0,0.0571,1.0,0.8537,0.014
New Zealand,Boxing,2008,37.0,1.0,0.0,0.0,1.0,9.0,0.194,1387.03,0.0,0,0.027,1.0,4.1111,0.0007
Portugal,Swimming,2008,27.0,3.0,2.0,1.0,6.0,8.0,0.304,1046.0,5.0,0,0.2222,0.5,3.375,0.0057
Panama,Athletics,1996,9.0,1.0,0.0,0.0,1.0,48.0,0.168,968.71,2.0,0,0.1111,1.0,0.1875,0.001
Georgia,Rowing,1992,8.0,2.0,4.0,1.0,7.0,33.0,0.155,1200.41,6.0,0,0.875,0.2857,0.2424,0.0058
Chile,Judo,2024,34.0,1.0,3.0,1.0,5.0,23.0,0.666,166.0,2.0,0,0.1471,0.2,1.4783,0.0301
Canada,Cycling,2016,3.0,2.0,,3.0,8.0,41.0,0.331,337.25,6.0,0,2.6667,0.25,0.0732,0.0237
Morocco,Rowing,2012,53.0,0.0,0.0,0.0,0.0,44.0,0.761,90.55,0.0,0,0.0,0.0,1.2045,0.0
Japan,Gymnastics,1992,15.0,1.0,0.0,1.0,2.0,32.0,0.819,387.55,3.0,0,0.1333,0.5,0.4688,0.0052
Croatia,Rowing,2024,8289.080579182399,3.0,0.0,1.0,4.0,46.0,13.517012006589933,882.63,5.0,0,0.0005,0.75,180.1974,0.0045
Kenya,Judo,1992,30.0,0.0,1.0,1.0,2.0,49.0,0.927,1329.61,4.0,0,0.0667,0.0,0.6122,0.0015
Mongolia,Weightlifting,2020,57.0,2.0,3.0,3.0,8.0,25.0,0.421,895.86,8.0,0,0.1404,0.25,2.28,0.0089
Malaysia,Weightlifting,2000,33.0,2.0,,4.0,9.0,27.0,0.446,1079.49,9.0,0,0.2727,0.2222,1.2222,0.0083
Greece,Wrestling,2024,22.0,5.0,3.0,4.0,12.0,32.0,0.959,159.39,12.0,0,0.5455,0.4167,0.6875,0.0753
Australia,Weightlifting,2004,,4.0,4.0,1.0,9.0,21.0,0.982,419.19,7.0,0,,0.4444,,0.0215
Nigeria,Weightlifting,2012,25.0,0.0,1.0,1.0,2.0,34.0,0.462,,0.0,0,0.08,0.0,0.7353,
Finland,Boxing,2012,57.0,0.0,0.0,0.0,0.0,36.0,0.817,269.62,0.0,0,0.0,0.0,1.5833,0.0
Panama,Swimming,2020,62.0,0.0,1.0,0.0,1.0,26.0,0.819,879.43,3.0,0,0.0161,0.0,2.3846,0.0011
Slovenia,Judo,2020,20.0,2.0,0.0,0.0,,38.0,0.12,670.07,,0,,,0.5263,
germany,Athletics,2020,61.0,0.0,1.0,1.0,2.0,,0.648,577.08,2.0,0,0.0328,0.0,,0.0035
Georgia,Wrestling,2008,55.0,3.0,2.0,5.0,10.0,,0.818,155.1,12.0,0,0.1818,0.3,,0.0645
Croatia,Wrestling,1992,,3.0,1.0,4.0,8.0,26.0,0.829,1051.86,5.0,0,,0.375,,0.0076
Brazil,Cycling,2000,37.0,1.0,0.0,,,11.0,0.515,,0.0,0,,,3.3636,
Netherlands,Boxing,1996,1.0,1.0,1.0,3.0,5.0,,0.839,167.22,3.0,0,5.0,0.2,,0.0299
Latvia,Gymnastics,2016,9.0,1.0,1.0,2.0,4.0,43.0,0.506,740.3,6.0,0,0.4444,0.25,0.2093,0.0054
Canada,Shooting,2016,,2.0,4.0,4.0,10.0,37.0,0.956,72.16,7.0,0,,0.2,,0.1386
Netherlands,Athletics,2020,24.0,4.0,5.0,2.0,11.0,8.0,,,8.0,0,0.4583,0.3636,3.0,
Belarus,Weightlifting,1992,31.0,0.0,0.0,0.0,0.0,15.0,0.901,808.06,1.0,0,0.0,0.0,2.0667,0.0
Denmark,Boxing,2000,23.0,,,1.0,7.0,21.0,0.278,,4.0,0,0.3043,,1.0952,
Austria,Judo,2020,,4.0,2.0,2.0,8.0,38.0,0.803,992.18,7.0,0,,0.5,,0.0081
Switzerland,Gymnastics,2000,,0.0,0.0,0.0,0.0,46.0,0.774,732.27,,0,,0.0,,0.0
Spain,Judo,2024,44.0,3.0,2.0,2.0,,20.0,0.394,209.29,9.0,0,,,2.2,
Belarus,Weightlifting,1996,29.0,1.0,0.0,0.0,1.0,46.0,0.181,,3.0,0,0.0345,1.0,0.6304,
Australia,Shooting,2004,11.0,3.0,3.0,1.0,7.0,26.0,0.431,1209.58,9.0,0,0.6364,0.4286,0.4231,0.0058
Bangladesh,Wrestling,1992,36.0,0.0,0.0,1.0,1.0,49.0,0.855,1235.43,2.0,0,0.0278,0.0,0.7347,0.0008
Romania,Shooting,2020,22.0,2.0,0.0,,3.0,1.0,0.729,1204.85,5.0,0,0.1364,0.6667,22.0,0.0025
Romania,Weightlifting,1996,25.0,3.0,2.0,2.0,7.0,49.0,0.425,608.98,4.0,0,0.28,0.4286,0.5102,0.0115
U.K.,Rowing,2004,40.0,2.0,,2.0,4.0,29.0,0.196,1064.54,6.0,0,0.1,0.5,1.3793,0.0038
Finland,Swimming,1992,34.0,2.0,2.0,1.0,,18.0,0.952,394.59,7.0,0,,,1.8889,
Bolivia,Gymnastics,2012,,0.0,0.0,1.0,1.0,2.0,0.729,1029.43,1.0,0,,0.0,,0.001
Estonia,Shooting,2000,16.0,3.0,,4.0,8.0,30.0,0.36,179.26,7.0,0,0.5,0.375,0.5333,0.0446
South Korea,Wrestling,2016,,0.0,3.0,2.0,5.0,24.0,0.8,273.26,3.0,0,,0.0,,0.0183
Switzerland,Rowing,2012,45.0,2.0,1.0,4.0,7.0,14.0,0.83,464.04,9.0,0,0.1556,0.2857,3.2143,0.0151
Lebanon,Shooting,1992,49.0,3.0,5.0,3.0,11.0,6.0,0.979,228.28,13.0,0,0.2245,0.2727,8.1667,0.0482
Malaysia,Gymnastics,2020,28.0,1.0,0.0,3.0,4.0,,0.461,270.41,6.0,0,0.1429,0.25,,0.0148
Sweden,Gymnastics,2016,14.0,1.0,3.0,2.0,6.0,10.0,0.244,389.59,4.0,0,0.4286,0.1667,1.4,0.0154
Georgia,Athletics,1996,28.0,,4.0,,11.0,22.0,0.528,1050.11,,0,0.3929,,1.2727,0.0105
Latvia,Cycling,2016,23.0,2.0,0.0,0.0,2.0,32.0,0.343,148.53,,0,0.087,1.0,0.7188,0.0135
Costa Rica,Cycling,2016,35.0,4.0,2.0,1.0,7.0,19.0,0.843,449.97,,0,0.2,0.5714,1.8421,0.0156
Japan,Gymnastics,2020,9.0,,1.0,0.0,2.0,36.0,0.666,826.95,3.0,0,0.2222,,0.25,0.0024
Rwanda,Shooting,2012,23.0,1.0,0.0,0.0,1.0,44.0,,40.52,0.0,0,0.0435,1.0,0.5227,0.0247
UK,Swimming,1996,9.0,4.0,3.0,2.0,9.0,49.0,0.219,161.16,6.0,0,1.0,0.4444,0.1837,0.0558
New Zealand,Cycling,2000,3.0,1.0,1.0,3.0,,24.0,0.764,44.9,3.0,0,,,0.125,
Romania,Rowing,2016,50.0,,0.0,1.0,1.0,44.0,0.583,1188.49,0.0,0,0.02,,1.1364,0.0008
Nepal,Weightlifting,2000,45.0,2.0,5.0,,11.0,32.0,0.143,399.8,12.0,0,0.2444,0.1818,1.4062,0.0275
usa,Gymnastics,2012,19.0,3.0,3.0,2.0,8.0,15.0,0.884,723.45,6.0,0,0.4211,0.375,1.2667,0.0111
Italy,Gymnastics,2012,22.0,5.0,1.0,1.0,7.0,30.0,0.933,1273.06,8.0,0,0.3182,0.7143,0.7333,0.0055
Ukraine,Wrestling,1996,44.0,0.0,0.0,0.0,0.0,44.0,0.174,,1.0,0,0.0,0.0,1.0,
Morocco,Weightlifting,2016.0,60.0,5.0,4.0,2.0,11.0,47.0,0.118,173.7,10.0,0,0.1833,0.4545,1.2766,0.0633
Bolivia,Cycling,1996,41.0,0.0,0.0,0.0,0.0,17.0,0.295,692.0,2.0,0,0.0,0.0,2.4118,0.0
Sweden,Boxing,2000,39.0,4.0,,1.0,9.0,22.0,0.595,579.37,6.0,0,0.2308,0.4444,1.7727,0.0155
usa,Boxing,2024,30.0,2.0,0.0,1.0,3.0,43.0,0.407,960.82,3.0,0,0.1,0.6667,0.6977,0.0031
Norway,Rowing,2004,4.0,0.0,0.0,1.0,1.0,40.0,,742.3,0.0,0,0.25,0.0,0.1,0.0013
Estonia,Shooting,1996,11.0,4.0,4.0,3.0,11.0,14.0,0.219,1072.06,13.0,0,1.0,0.3636,0.7857,0.0103
Czech Republic,Shooting,2016,24.0,4.0,5.0,5.0,14.0,7.0,0.446,747.74,15.0,0,0.5833,0.2857,3.4286,0.0187
Romania,Gymnastics,2012,53.0,0.0,0.0,1.0,1.0,10.0,0.603,206.78,1.0,0,0.0189,0.0,5.3,0.0048
Jamaica,Judo,2008,4.0,0.0,0.0,3.0,3.0,,0.624,1380.51,1.0,0,0.75,0.0,,0.0022
Croatia,Rowing,2020,53.0,3.0,1.0,0.0,4.0,7.0,0.634,815.45,4.0,0,0.0755,0.75,7.5714,0.0049
Austria,Athletics,2020,50.0,2.0,,0.0,2.0,47.0,0.25,998.55,3.0,0,0.04,1.0,1.0638,0.002
Spain,Boxing,2008,8.0,0.0,0.0,1.0,1.0,31.0,0.569,863.48,0.0,0,0.125,0.0,0.2581,0.0012
India,Gymnastics,1992,,2.0,0.0,0.0,2.0,47.0,0.935,742.84,0.0,0,,1.0,,0.0027
UAE,Weightlifting,2024,46.0,3.0,2.0,3.0,8.0,4.0,,,6.0,0,0.1739,0.375,11.5,
Nepal,Cycling,2024,27.0,,2.0,3.0,8.0,49.0,0.316,,7.0,0,0.2963,,0.551,
Kazakhstan,Judo,2020,52.0,5.0,5.0,5.0,15.0,2.0,,,14.0,0,0.2885,0.3333,26.0,
Hungary,Wrestling,2016,2.0,2.0,0.0,1.0,3.0,11.0,0.729,32.47,4.0,0,1.5,0.6667,0.1818,0.0924
Bulgaria,Gymnastics,2004,45.0,3.0,0.0,1.0,4.0,18.0,0.686,1224.04,3.0,0,0.0889,0.75,2.5,0.0033
Japan,Rowing,2000,,5.0,2.0,5.0,12.0,19.0,0.506,,9.0,0,,0.4167,,
UAE,Weightlifting,1992,43.0,1.0,2.0,,6.0,46.0,0.867,1029.09,3.0,0,0.1395,0.1667,0.9348,0.0058
Azerbaijan,Weightlifting,2012,43.0,2.0,0.0,0.0,2.0,21.0,0.937,460.8,2.0,0,0.0465,1.0,2.0476,0.0043
Dominican Republic,Judo,2024,41.0,1.0,,0.0,1.0,42.0,,1271.98,0.0,0,0.0244,1.0,0.9762,0.0008
Azerbaijan,Cycling,2016,26.0,2.0,5.0,3.0,10.0,12.0,,656.63,12.0,0,0.3846,0.2,2.1667,0.0152
Panama,Rowing,2020,46.0,0.0,2.0,0.0,2.0,1.0,,964.07,0.0,0,0.0435,0.0,46.0,0.0021
UAE,Gymnastics,2012,52.0,0.0,0.0,0.0,,25.0,0.992,127.21,2.0,0,,,2.08,
Norway,Cycling,1992,5.0,0.0,,0.0,1.0,5.0,0.627,718.92,0.0,0,0.2,0.0,1.0,0.0014
Sri Lanka,Judo,2004,,0.0,0.0,,2.0,33.0,0.513,740.66,0.0,0,,0.0,,0.0027
Azerbaijan,Weightlifting,1996,37.0,,2.0,,3.0,30.0,0.751,801.81,1.0,0,0.0811,,1.2333,0.0037
Turkey,Weightlifting,2016,5.0,2.0,0.0,0.0,,25.0,0.914,843.43,1.0,0,,,0.2,
Serbia,Judo,1992,14.0,2.0,0.0,,2.0,20.0,0.678,1232.46,4.0,0,0.1429,1.0,0.7,0.0016
Greece,Gymnastics,2012,,5.0,3.0,3.0,11.0,27.0,0.256,11.35,10.0,0,,0.4545,,0.9692
Turkey,Gymnastics,2016,44.0,3.0,1.0,2.0,6.0,38.0,0.405,452.43,,0,0.1364,0.5,1.1579,0.0133
Poland,Shooting,2024,1.0,2.0,2.0,1.0,5.0,18.0,0.37,178.26,7.0,0,5.0,0.4,0.0556,0.028
Armenia,Rowing,1992,52.0,0.0,2.0,2.0,4.0,49.0,0.795,1343.95,4.0,0,0.0769,0.0,1.0612,0.003
Norway,Judo,2020,53.0,0.0,0.0,0.0,0.0,,0.829,524.65,0.0,0,0.0,0.0,,0.0
Georgia,Weightlifting,1992,1.0,5.0,5.0,5.0,15.0,,0.373,1198.42,12.0,0,15.0,0.3333,,0.0125
India,Swimming,2000,,0.0,1.0,0.0,1.0,3.0,0.86,1.34,3.0,0,,0.0,,0.7463
Italy,Rowing,2000,18.0,1.0,2.0,0.0,3.0,35.0,0.802,805.72,5.0,0,0.1667,0.3333,0.5143,0.0037
Sri Lanka,Shooting,2020,14.0,2.0,1.0,1.0,4.0,26.0,0.744,376.13,5.0,0,0.2857,0.5,0.5385,0.0106
Panama,Weightlifting,2024,33.0,1.0,2.0,1.0,4.0,13.0,0.663,1240.48,2.0,0,0.1212,0.25,2.5385,0.0032
Lebanon,Weightlifting,2024,20.0,,0.0,0.0,1.0,44.0,0.253,400.13,1.0,0,0.05,,0.4545,0.0025
Georgia,Rowing,2016,8.0,5.0,1.0,4.0,10.0,3.0,0.768,956.43,10.0,0,1.25,0.5,2.6667,0.0105
Hungary,Judo,1992.0,,5.0,4.0,2.0,11.0,7.0,0.196,,13.0,0,,0.4545,,
Senegal,Cycling,2024,27.0,1.0,1.0,1.0,3.0,10.0,0.8,309.44,3.0,0,0.1111,0.3333,2.7,0.0097
germany,Gymnastics,2024,3.0,3.0,2.0,,9.0,39.0,0.887,1293.78,9.0,0,3.0,0.3333,0.0769,0.007
Jordan,Athletics,2020,41.0,5.0,5.0,5.0,15.0,38.0,0.457,798.75,12.0,0,0.3659,0.3333,1.0789,0.0188
Uzbekistan,Shooting,2004,40.0,,1.0,1.0,2.0,29.0,0.313,,1.0,0,0.05,,1.3793,
Kazakhstan,Cycling,2008,32.0,1.0,2.0,2.0,5.0,26.0,0.984,,2.0,0,0.1562,0.2,1.2308,
Bangladesh,Weightlifting,1996,47.0,2.0,1.0,2.0,5.0,25.0,0.928,392.45,4.0,0,0.1064,0.4,1.88,0.0127
Poland,Cycling,2024,35.0,2.0,3.0,2.0,7.0,46.0,,1199.52,6.0,0,0.2,0.2857,0.7609,0.0058
Nepal,Judo,1992,61.0,0.0,0.0,0.0,0.0,38.0,0.316,538.95,1.0,0,0.0,0.0,1.6053,0.0
Thailand,Shooting,2004,49.0,2.0,1.0,1.0,4.0,6.0,0.631,95.26,1.0,0,0.0816,0.5,8.1667,0.042
Kenya,Wrestling,2012,16.0,1.0,3.0,2.0,6.0,12.0,0.861,981.69,8.0,0,0.375,0.1667,1.3333,0.0061
Panama,Rowing,2016,38.0,0.0,1.0,0.0,1.0,43.0,0.401,1079.51,,0,0.0263,0.0,0.8837,0.0009
Mexico,Judo,1996,39.0,2.0,3.0,3.0,8.0,18.0,0.307,54.01,9.0,0,0.2051,0.25,2.1667,0.1481
Slovenia,Shooting,2008,53.0,0.0,1.0,1.0,2.0,7.0,,295.66,2.0,0,0.0377,0.0,7.5714,0.0068
Chile,Cycling,2024,23.0,4.0,1.0,2.0,7.0,30.0,0.644,1310.21,8.0,0,0.3043,0.5714,0.7667,0.0053
UK,Athletics,2000,37.0,3.0,2.0,3.0,8.0,,0.715,158.6,6.0,0,0.2162,0.375,,0.0504
Denmark,Shooting,2012,15.0,1.0,2.0,0.0,3.0,3.0,0.83,1286.56,0.0,0,0.2,0.3333,5.0,0.0023
Rwanda,Athletics,1992,9.0,4.0,3.0,2.0,9.0,46.0,0.266,1152.11,10.0,0,1.0,0.4444,0.1957,0.0078
Serbia,Rowing,2004,20.0,,,0.0,2.0,11.0,0.243,825.39,4.0,0,0.1,,1.8182,0.0024
Mexico,Gymnastics,2008,38.0,0.0,1.0,1.0,2.0,40.0,0.108,680.52,2.0,0,0.0526,0.0,0.95,0.0029
Finland,Swimming,2004,,2.0,1.0,3.0,6.0,,0.525,1118.35,,0,,0.3333,,0.0054
UAE,Judo,2016,63.0,3.0,1.0,2.0,6.0,,0.897,1073.67,5.0,0,0.0952,0.5,,0.0056
Serbia,Boxing,2020,47.0,,2.0,0.0,4.0,27.0,0.62,,1.0,0,0.0851,,1.7407,
Nigeria,Athletics,2012,12.0,3.0,1.0,3.0,7.0,22.0,0.876,1250.93,6.0,0,0.5833,0.4286,0.5455,0.0056
Greece,Shooting,2016,1.0,4.0,3.0,4.0,11.0,25.0,0.828,1343.57,10.0,0,11.0,0.3636,0.04,0.0082
Azerbaijan,Gymnastics,2020,9.0,0.0,1.0,2.0,3.0,,0.311,1384.82,3.0,0,0.3333,0.0,,0.0022
Indonesia,Rowing,2000,13.0,3.0,2.0,,7.0,29.0,0.298,,6.0,0,0.5385,0.4286,0.4483,
Nepal,Cycling,2012,30.0,3.0,5.0,,10.0,5.0,0.471,68.24,8.0,0,0.3333,0.3,6.0,0.1465
Indonesia,Gymnastics,2000,1.0,3.0,4.0,2.0,9.0,22.0,0.718,479.8,10.0,0,9.0,0.3333,0.0455,0.0188
Norway,Judo,2004,57.0,-6.315000403693055,-1.0340716026915708,1.0,1.0,20.0,0.66,,3.0,0,0.0175,-6.315,2.85,
Switzerland,Athletics,2016,30.0,0.0,0.0,0.0,0.0,34.0,0.864,228.92,0.0,0,0.0,0.0,0.8824,0.0
Bolivia,Athletics,2016,25.0,1.0,,1.0,2.0,40.0,0.811,1282.86,4.0,0,0.08,0.5,0.625,0.0016
Bangladesh,Gymnastics,1996,32.0,3.0,,2.0,8.0,43.0,0.827,790.99,5.0,0,0.25,0.375,0.7442,0.0101
UK,Wrestling,2012,28.0,0.0,0.0,0.0,0.0,30.0,0.592,316.32,2.0,1,0.0,0.0,0.9333,0.0
South Korea,Rowing,2004,,2.0,0.0,0.0,2.0,38.0,0.27,985.69,2.0,0,,1.0,,0.002
Sri Lanka,Cycling,2012,35.0,0.0,0.0,,0.0,45.0,,365.93,0.0,0,0.0,0.0,0.7778,0.0
Fiji,Shooting,2008,31.0,0.0,0.0,0.0,0.0,27.0,0.221,1351.25,1.0,0,0.0,0.0,1.1481,0.0
Trinidad,Swimming,2024,8.0,0.0,3.0,1.0,4.0,,0.549,263.06,,0,0.5,0.0,,0.0152
Iran,Boxing,2020,21.0,1.0,0.0,0.0,1.0,45.0,0.514,1015.5,1.0,0,0.0476,1.0,0.4667,0.001
Slovakia,Swimming,2000,6.0,0.0,2.0,2.0,4.0,,0.808,778.28,4.0,0,0.6667,0.0,,0.0051
Portugal,Wrestling,2012,39.0,2.0,0.0,2.0,4.0,32.0,0.429,1002.52,2.0,0,0.1026,0.5,1.2188,0.004
Austria,Weightlifting,2008,,1.0,1.0,0.0,2.0,45.0,0.467,22.54,2.0,0,,0.5,,0.0887
